"id","name","articulation_id","axis_id","objective_id","will_be_delivered","total_cost","schedule_2013_2014","schedule_2015_2016","observation","technically","status","qualitative_progress_1","qualitative_progress_2","qualitative_progress_3","qualitative_progress_4","qualitative_progress_5","qualitative_progress_6"
54,"Revitalizar os Centros de Formação e Acompanhamento à Inclusão (CEFAI), assegurando a formação de professores e o acompanhamento aos alunos com deficiência matriculados na Rede Municipal de Ensino",6,1,8,"13 CEFAIs revitalizados",1820000,"13 CEFAIs",,"A ação de revitalização prevê a modernização dos equipamentos, atualização do acervo bibliográfico, produção e aquisição de novos materiais, ações de formação continuada dos professores, desenvolvimento de técnicas para o acompanhamento e supervisão do trabalho realizado nas Salas de Apoio e Acompanhamento à Inclusão.","CEFAI: Centros de formação e Acompanhamento a Inclusão - é responsável por desenvolver ações de formação e projetos, produzir materiais, orientar e supervisionar as Salas de Apoio e Acompanhamento à Inclusão (SAAI), além de dispor de acervo bibliográfico e de disponibilizar equipamentos específicos para alunos com necessidades educacionais especiais.
SAAI: Sala de Apoio e Acompanhamento à Inclusão - atende a alunos com necessidades educacionais que podem ou não se relacionar com deficiências, limitações ou disfunções no processo desenvolvimento, assim como com situação de superdotação ou altas habilidades. Este espaço se constitui como um serviço de apoio pedagógico especializado, desenvolvido por professores especializados. A Unidade Educacional é quem requisita a instalação desta sala e disponibiliza o serviço para os alunos da própria escola ou de outras Unidades da Rede Municipal de Ensino de seu entorno, onde não exista tal atendimento.",,,,,,,
55,"Implantação de 10 residências inclusivas para pessoas com deficiência",6,1,8,"10 Residências inclusivas em funcionamento",2800000,"6 Residências Inclusivas","4 Residências Inclusivas","O público-alvo do Serviço de Acolhimento Institucional em Residência Inclusiva são jovens e adultos com deficiência, em situação de dependência, prioritariamente aqueles atendidos pelo Benefício de Prestação Continuada - BPC, que não disponham de condições de autossustentabilidade ou de retaguarda familiar e/ou que estejam em processo de desinstitucionalização de instituições de longa permanência.","Residência Inclusiva: unidade que oferta Serviço de Acolhimento Institucional, no âmbito da Proteção Social Especial de Alta Complexidade do SUAS, conforme estabelece a Tipificação Nacional dos Serviços Socioassistenciais.",,,,,,,
56,"Implantação de 5 Centros Especializados de Reabilitação (CER)",7,1,8,"05 CER em funcionamento, com quatro modalidades de reabilitação: Auditiva, Física, Intelectual e Visual",60420000,"05 CER",,,"Centro Especializado de Reabilitação: serviço de atendimento de pacientes, em todas as faixas etárias, que necessitam de tratamento especializado em reabilitação, diagnóstico, avaliação e orientação, dentro de uma estrutura adequada à sua condição física e mental.",,,,,,,
57,"Criar e efetivar a Secretaria Municipal de Promoção da Igualdade Racial",7,1,9,"Secretaria instituída e em funcionamento",,"1 Secretaria",,"A implementação da Secretaria tornará possível a institucionalização das politicas de promoção da igualdade racial tendo como instrumento o Plano Municipal da Igualdade Racial do município de São Paulo.",,,,,,,,
58,"Viabilizar a implementação das Leis Federais 10.639/2003 e 11.645/2008 que incluem no currículo oficial da rede de ensino a temática da História e Cultura Afro-Brasileira e Indígena",7,1,9,"Professores da Rede Municipal de Ensino formados",3000000,8,16,"A capacitação deverá atender os profissionais da educação inicialmente nas Diretorias Regionais de Ensino onde há uma maior concentração de população negra ou indígena.","Leis Federais 10.639/2003 e 11.645/2008: Leis que incluíram no currículo oficial da rede de ensino a obrigatoriedade da temática da História e Cultura Afro-Brasileira e Indígena.",,,,,,,
59,"Criar e efetivar a Secretaria Municipal de Políticas para as Mulheres",7,1,9,"Secretaria instituída e em funcionamento",,"1 Secretaria",,"Construir o projeto de lei, através da elaboração do organograma, da exposição de motivos e da minuta do projeto, que irá propor a criação da Secretaria Municipal de Políticas para as Mulheres para a Câmara dos Vereadores.",,,,,,,,
60,"Reestruturar os 5 Centros de Cidadania da Mulher, redefinindo suas diretrizes de atuação",6,1,9,"5 Centros de Cidadania da Mulher reestruturados",1115707,,"5 Centros de Cidadania","A reestruturação consiste em reformular as atividades realizadas no espaço, formar e capacitar as gestoras para que os Centros cumpram a proposta de favorecer o processo de reflexão coletiva sobre a situação e a condição das mulheres com vistas a estimular a análise e o debate sobre a desigualdade entre os gêneros e os caminhos para a sua superação, através do empoderamento e da construção da autonomia das mulheres.
Pretende-se, com isso, que estes Centros sejam espaços, primordialmente, que desenvolvam, implementem e apoiem programas e projetos voltados à construção da autonomia econômica das mulheres, inclusive em áreas que não são consideradas tradicionalmente femininas.","Centros de Cidadania da Mulher (CCM): equipamento público que se constitui como espaço de qualificação e formação da cidadania ativa, no qual as mulheres podem se organizar para defender seus direitos sociais, econômicos e culturais, propor e participar de ações e projetos que estimulem a implementação de políticas de igualdade e potencializar, por meio do controle social, os serviços públicos existentes, de tal modo a atender a suas necessidades e da sua comunidade, com vistas a superação das desigualdades de gênero.",,,,,,,
61,"Desenvolver ações permanentes de combate à homofobia e respeito à diversidade sexual",6,1,9,"Campanha de mobilização contra a homofobia e respeito à diversidade sexual: conjunto de ações que compreende a produção e distribuição de diversos materiais como panfletos, pequenos cartões, cartazes, broches, camisetas, spots de rádio, peças de audiovisual para TV e filmetes para internet, Atividades culturais no Largo do Arouche e República, Atividades de formação continuada na rede municipal de ensino pela convivência pacífica com as diferenças, 17ª, 18ª, 19ª e 20ª Paradas do Orgulho LGBT, Ações de integração social e econômica para travestis e transexuais , 5 Centros de Combate à Homofobia em funcionamento , 5 Unidades de atendimento móvel com equipe e materiais de orientação sobre direitos e políticas públicas.",19664928,"1 Campanha de mobilização, 2 Paradas do Orgulho LGBT, 1 Centro de Combate à Homofobia reformulado, 1 Centro de Combate à Homofobia construído, 2 Unidades de atendimento móvel","2 Campanhas de mobilização, 2 Paradas do Orgulho LGBT, 3 Centros de Combate à Homofobia construídos, 3 Unidades de atendimento móvel","A meta envolve um conjunto articulado de entregas que se complementam. As campanhas de mobilização atuarão diretamente no combate à homofobia, promovendo o respeito à livre orientação sexual e identidade de gênero. As atividades de formação buscam combater o bullying homofóbico e a evasão escolar da população LGBT. A Parada do Orgulho LGBT de São Paulo é o maior evento desse tipo, em todo o mundo. É uma manifestação da sociedade civil, organizada pela Associação da Parada do Orgulho LGBT (APOGLBT), porém apoiada pela Prefeitura Municipal de São Paulo, por ser uma legítima manifestação democrática e de afirmação dos direitos humanos. Com a criação dos 4 novos Centros de Combate à Homofobia e a reformulação do já existente na região central, pretende-se criar uma rede de proteção às vitimas de violência homofóbica. As unidades móveis atuarão como porta de entrada para a rede de proteção às vitimas de violência homofóbica nos locais de convívio da população LGBT , aproximando os serviços públicos municipais da comunidade. O Largo do Arouche, por sua vez, é um reduto histórico da comunidade LGBT desde os anos 30 e carece de revitalização e incentivo à ocupação do espaço pela cidadania.","Diversidade Sexual: designa as várias formas de expressão da sexualidade humana
Homofobia: ódio ou aversão que gera discriminação e/ou violência contra pessoas lésbicas, gays, bissexuais, travestis e transexuais (LGBT)",,,,,,,
62,"Implantar a Ouvidoria Municipal de Direitos Humanos",6,1,9,"Ouvidoria em funcionamento, que contará com: Serviço de atendimento presencial com equipe interdisciplinar (advogados, assistentes sociais e psicólogos), serviço telefônico gratuito.",945418,"Ouvidoria implantada",,"A Ouvidoria fará conexão com a Ouvidoria Nacional dos Direitos Humanos, vinculada à Secretaria de Direitos Humanos da Presidência da República, e será o interlocutor do Disque 100 em âmbito local.
Por meio destes serviços, fará o recebimento e registro de violações a direitos humanos, orientações e encaminhamentos, assim como o monitoramento das violações. As informações da Ouvidoria poderão subsidiar a base do Centro de Informações em Direitos Humanos, relatórios e estudos para o fortalecimento das políticas públicas no município. O serviço Disque 100 fará o encaminhamento das denúncias lá recebidas. Com base nesta parceria será desenvolvido um sistema informatizado de encaminhamento de denúncias na Ouvidoria municipal, que se dará a partir de módulos temáticos de tipos de violações de direitos, por exemplo, contra crianças e adolescentes, população LGBT, idosos, denúncias de tortura e racismo.","Ouvidoria de Direitos Humanos: canal de atendimento direto à população para recebimento de denúncias sobre violações aos direitos humanos e encaminhamento à rede de garantia de direitos",,,,,,,
63,"Implementar a Educação em Direitos Humanos na rede municipal de ensino",6,1,9,"6.000 profissionais de educação formados (aproximadamente 10% do total), Guia de orientação escolar e 4 cadernos temáticos sobre EDH produzidos e distribuídos para as escolas, Prêmio Municipal de EDH, 4 Centros de Educação em Direitos Humanos em CEUs",2796442,"2.000 profissionais da educação formados, 2 Prêmio realizados, 4 Centros de Educação em Direitos Humanos em funcionamento","4.000 profissionais da educação formados, 2 Prêmio realizados, Guia de orientação escolar e 4 cadernos temáticos sobre EDH produzidos e distribuídos para as escolas","Por meio das entregas mencionadas, pretende-se que as escolas da rede municipal insiram EDH em seu Projeto Político-Pedagógico e efetivamente trabalhem as questões de Direitos Humanos junto a toda a comunidade escolar.
As formações serão oferecidas na modalidade Ensino à Distância - EaD por meio de parceria com o Ministério da Educação e universidades federais. Será feita ampla divulgação para toda a rede municipal e a adesão dos participantes será voluntária. As escolas formarão grupos de trabalho compostos por professores, funcionários e gestores.
Também serão produzidos um guia escolar e quatro cadernos temáticos para serem utilizados em escolas. Os materiais didáticos têm como proposta abordar as diversas formas de discriminação e violência existentes no cotidiano escolar, contribuindo para que os profissionais de educação trabalhem estes temas de forma efetiva.
O Prêmio Municipal de EDH tem como objetivo dar visibilidade e valorizar as iniciativas e boas práticas desenvolvidas na rede. Realizado anualmente, contribuirá para o desenvolvimento de novas iniciativas e a disseminação das experiências bem sucedidas.
Por fim, serão implantados 4 %u201CCentros de Educação em Direitos Humanos%u201D em CEUs, criando pólos de irradiação de conhecimento, material didático, pesquisa, articulação comunitária e promoção da cultura dos Direitos Humanos na rede municipal de ensino. Os custos iniciais de implementação e manutenção serão viabilizados por convênio com a Secretaria de Direitos Humanos da Presidência da República, aproveitando-se a infraestrutura já existente dos CEUs.","Educação em Direitos Humanos (EDH): promove a formação para a cidadania e a democracia, através do conhecimento e do exercício de direitos.",,,,,,,
64,"Criar a Comissão da Memória e Verdade da Prefeitura Municipal de São Paulo",6,1,9,"Comissão criada e em funcionamento, Construção de, ao menos, 4 sítios de memória nos Cemitérios do Araçá, Perus e Vila Formosa e no Parque do Ibirapuera, Apoio técnico para identificação dos restos mortais de desaparecidos políticos, Ações de educação e cultura pelo direito à memória e à verdade apoiados.",2967535,"Comissão criada, 2 Sítios de Memória construídos","2 Sítios de Memória construídos","Os trabalhos da Comissão da Memória e Verdade da Prefeitura Municipal de São Paulo, em colaboração com as demais comissões da verdade com atuação no muncípio, deverão contribuir para a) o esclarecimento sobre casos de graves violações de direitos humanos ocorridas no município; b) a identificação de corpos e restos mortais de desaparecidos políticos; c) o levantamento de informações sobre esse período ocorridas na cidade de São Paulo; d) adoção de medidas e políticas públicas de educação e cultura para prevenir violação de direitos humanos, assegurar sua não repetição e promover a efetiva reconciliação. Um dos trabalhos esperados é a nominação de escolas, bibliotecas, praças, parques e vias públicas, homenageando mortos e desaparecidos políticos durante a Ditadura Militar (conforme previsto pela Lei municipal n. 15.717/2013).","Comissão da Verdade: tem como objetivo examinar e esclarecer as graves violações de direitos humanos praticadas no município de São Paulo no período de 1964 a 1988, a fim de efetivar o direito à memória e à verdade histórica, à luz da Comissão Nacional da Verdade, instituída pela Lei Federal 12.528/2011
Sítios de memória: são locais que estiveram de alguma forma relacionados às violações de direitos humanos ocorridas durante o período militar ou locais simbólicos escolhidos para prestar homenagens aos mortos e desaparecidos durante esse período. Nesses lugares serão construídos memoriais para resgatar e registrar esses fatos, entre os quais monumentos, centros de reflexão, placas de identificação, entre outros.",,,,,,,
65,"Criar e implantar a Política Municipal para Migrantes e de Combate à Xenofobia",6,1,9,"Regularização das feiras culturais da Rua Coimbra (Mooca) e do Rosário (Penha), reconhecidas como verdadeiro patrimônio cultural contemporâneo de São Paulo e inclusão da Feira de Alasita no Calendário festivo da Cidade, Curso permanente de português para migrantes, Mapeamento da população migrante, Cursos de qualificação de agentes públicos para atenção ao migrante, Campanha permanente de conscientização da população e prevenção à xenofobia, com foco na promoção dos direitos dos migrantes.",2474435,"Regularização e promoção das 3 feiras/festividades migrantes, Cursos de qualificação, 1 Campanha de conscientização Mapeamento da população migrante","Curso de português implantado, Cursos de qualificação, 2 Campanhas de conscientização","O conjunto articulado de ações ora proposto busca dar conta do problema histórico da falta de atenção aos migrantes por parte do poder público. A regularização das feiras da Rua Coimbra e do Largo do Rosário serão realizadas por meio do diálogo com todos os setores envolvidos, para que os migrantes possam legalmente desenvolver atividades econômicas e auferir renda. A regularização também vai ao encontro da política da atual gestão de apoiar e reconhecer como verdadeiro patrimônio cultural contemporâneo de São Paulo as feiras e espaços abertos de convivência que os migrantes vêm criando e fortalecendo ao longo dos anos.
Além das entregas acima mencionadas, outras ações em apoio à essa população serão realizadas, com destaque para a primeira Conferência Municipal de Migrantes e a construção de um Centro Cultural da Migração, que servirá como um espaço para a difusão de suas tradições, e também como local de referência tanto para estas comunidades quanto para os brasileiros natos (os custos e entregas dessas ações estão descritas em suas respectivas metas e orçamentos próprios).","Migrante: é toda a pessoa que se transfere de seu lugar habitual de residência para outro lugar, região ou país.
Xenofobia: preconceito que engendra discriminação e/ou violência contra pessoas migrantes principalmente em razão de sua origem territorial diversa.",,,,,,,
66,"Fortalecer os Conselhos Tutelares, dotando-os de infraestrutura adequada e oferecendo política permanente de formação",6,1,9,"Infraestrutura básica para o funcionamento do Conselho Tutelar, buscando adequá-los ao que preconiza a Resolução n. 139 do Conselho Nacional dos Direitos da Criança e do Adolescente - CONANDA, Capacitação de 440 conselheiros (atuais e os eleitos em 2014), Novo Conselho Tutelar modelo em Itaquera.",1500000,"Entrega de infraestrutura aos 44 Conselhos Tutelares, 220 conselheiros capacitados, Novo Conselho Tutelar modelo em Itaquera","220 novos conselheiros capacitados","O objetivo dessa meta é garantir infraestrutura mínima e padronizada aos Conselhos Tutelares e uma política permanente de formação para melhorar seu funcionamento, com vistas à garantia integral dos direitos da criança e do adolescente e suas famílias. Como ""infraestrutura mínima"" entende-se adequar os Conselhos Tutelares da cidade de São Paulo ao que preconiza a Resolução n. 139 do Conselho Nacional dos Direitos da Criança e do Adolescente - CONANDA. Parte desta será fornecida por meio de kits de equipagem doados pela Secretaria de Direitos Humanos da Presidência da República SDH/PR. A legislação municipal de garantia de direitos trabalhistas e sociais será baseada no que preconiza a lei federal n. 12.696/12. A política de formação permanente também será estruturada a partir de parceria com a SDH/PR por meio da Escola Nacional de Formação Continuada de Conselheiros/as de Direitos e Conselheiros (as) Tutelares. Por fim, o Conselho modelo de Itaquera será a 1ª iniciativa de uma série de mudanças propostas pela SDH/PR que visam consolidar o Sistema de Garantia de Direitos de Crianças e Adolescentes e constituir-se-á em um dos legados da Copa do Mundo de 2014, contribuindo para o fortalecimento da rede de conselhos tutelares na cidade. Os recursos para a construção do novo Conselho serão disponibilizados pelo governo federal mediante convênio a ser assinado junto à Prefeitura de São Paulo.","Conselho Tutelar: Conforme previsão do Estatuto da Criança e do Adolescente, é órgão permanente e autônomo, não jurisdicional, encarregado pela sociedade de zelar pelo cumprimento dos direitos da criança e do adolescente. Entre suas atribuições estão: atender as crianças e adolescentes visando a aplicação de medidas específicas de proteção, atender e aconselhar pais ou responsáveis, requisitar serviços públicos nas áreas de saúde, educação, serviço social, previdência, trabalho e segurança e encaminhar ao Ministério Público notícia de fato contra os direitos da criança ou adolescente.",,,,,,,
67,"Implantar 08 novas Unidades de Referência à Saúde do Idoso (URSI)",6,1,10,"Unidade de Referência à Saúde do Idoso em funcionamento",6400000,"04 URSIs","04 URSIs","As Unidades de Referência à Saúde do Idoso vem de encontro à necessidade de respostas efetivas às demandas da população idosa e estão inseridas na atenção à saúde do segmento idoso, da Política Municipal e Nacional do Idoso e nas recomendações de organismos internacionais.","Unidade de Referência à Saúde do Idoso: unidade especializada para atender à pessoa idosa na sua área de abrangência. Insere-se no nível secundário da atenção à saúde, oferecendo atendimento por equipe especializada de gerontologia e geriatria e interprofissional, com visão integral em âmbito individual e coletivo; desenvolve ações preventivas e de promoção e proteção à saúde, atividades de treinamento e capacitação de profissionais da atenção básica e pesquisas específicas na área da gerontologia.",,
68,"Implantar 15 Centros Dia destinados à população idosa",6,1,10,"15 Centros Dia em funcionamento",4650000,"6 Centros Dia","9 Centros Dia","O atendimento também pode incluir a elaboração de um Plano Individual e/ou Familiar de Atendimento, orientação e apoio nos autocuidados; apoio ao desenvolvimento do convívio familiar, grupal e social; identificação e fortalecimento de redes comunitárias de apoio; ajudas técnicas de autonomia no serviço, no domicílio, e na comunidade; apoio e orientação aos cuidadores familiares com vistas a favorecer a autonomia da dupla pessoa cuidada e cuidador familiar.
O Centro Dia é um serviço que ainda não tem as orientações técnicas elaboradas pelo MDS, que são necessárias para o seu funcionamento. Assim também não é um serviço tipificado, portanto para sua implantação será necessário a apresentação e aprovação do COMAS-Conselho Municipal de Assistência Social.","Centro Dia: equipamento social destinado à atenção diurna de pessoas idosas em situação de dependência, em que uma equipe multidisciplinar presta serviço de proteção social especial e de cuidados pessoais, fortalecimento de vínculos, autonomia e inclusão social, por meio de ações de acolhida, escuta, informação e orientação.",,,,,,,
69,"Desenvolver campanha de conscientização sobre a violência contra a pessoa idosa",6,1,10,"4 campanhas de conscientização da violência contra a pessoa idosa, Seminários anuais de conscientização da violência contra a pessoa idosa.",480000,"2 Campanhas de conscientização, 2 Seminários","2 Campanhas de conscientização, 2 Seminários","A violência contra a pessoa idosa é crime. Diariamente esta população se depara com a violência em todas as instâncias e espaços de convivência da cidade - na família, nas ruas, nos serviços públicos e privados. Ela tem dificuldade de encontrar suporte para dar uma resposta a esta situação e, com frequência, se cala. Diversos são os tipos de violência contra a pessoa idosa: física, psicológica, sexual, emocional e social, abandono, negligência, financeira ou econômica e auto-negligência.
Esta meta tem como objetivo fortalecer a luta pelos direitos da pessoa idosa, evidenciar os principais aspectos da violência no município e divulgar os meios de denúncia disponíveis. As campanhas de mídia convidam ao diálogo, à reflexão e ao debate, incentivando a participação intergeracional da sociedade, além de integrar e fortalecer as ações de enfrentamento a todo tipo de agressão. A conscientização sobre a violência contra a pessoa idosa deverá contribuir sensivelmente para a construção de uma cidade do futuro, uma cidade melhor e mais acolhedora para a pessoa que envelhece.","Campanha de conscientização da violência contra a pessoa idosa: conjunto de ações que compreende a produção e distribuição periódica de diversos materiais como panfletos, cartazes, spots de radio e peças de audiovisual.",,,,,,,
70,"Implantar 5 unidades de Instituições de Longa Permanência do Idoso %u2013 ILPI",6,1,10,"5 ILPIs em funcionamento",1550000,"5 ILPIs",,"Deve funcionar em unidade inserida na comunidade, com características residenciais e estrutura física adequada, visando o desenvolvimento de relações mais próximas do ambiente familiar e a interação social com pessoas da comunidade. As edificações devem ser organizadas de forma a atender aos requisitos previstos na regulamentação pertinente.","fdsa",,,,,,,
71,"Criar a Universidade Aberta da Pessoa Idosa do Município",6,1,10,"Cursos gratuitos com grade curricular diversificada destinados à população idosa e servidores públicos que trabalham com esta população.",3107525,"560 alunos atendidos","1.120 alunos atendidos","Os cursos visam à promoção da saúde da pessoa idosa, oferecendo subsídios teóricos para a análise das bases conceituais que fundamentam o processo de envelhecimento humano individual e populacional e a sua inter-relação com as áreas da saúde, sociologia, artes, educação física e assistência social. Os primeiros cursos terão a duração de um ano e serão compostos por 19 professores especialistas convidados que ministrarão aulas teóricas e práticas em áreas do conhecimento como: gerontologia, biologia do envelhecimento, enfermagem, segurança alimentar, fisioterapia, educação física, história, artes (história da arte e artes plásticas), teatro e fotografia. A UAPI estará sediada no Pólo do Idoso, localizado no bairro do Cambuci e terá cursos ministrados em outros equipamentos públicos do município nos bairros do Cambuci, Brasilândia, Raposo Tavares e Sapopemba.","Universidade Aberta da Pessoa Idosa - UAPI: conjunto de cursos que visam à promoção da saúde e conscientização do processo do envelhecimento entre a população idosa e servidores públicos que trabalham com esta temática",,,,,,,
72,"Requalificar a infraestrutura e os espaços públicos do Centro",5,1,11,"Espaços de convivência, de caráter multiuso",130829488,,"Requalificação do Vale do Anhangabaú, Requalificação do Pq. D. Pedro II,  Requalificação do Pátio do Pari, Requalificação do Mercado Municipal","Requalificar espaço público de uma centralidade urbana. A secretaria Municipal de Direitos Humanos e Cidadania, por meio de suas coordenadorias, será articuladora do público-alvo para execução da meta, devendo considerar a necessidade da presença humana permanente nesses espaços, a fim de promover uma cultura de cidadania baseada na convivência, na tolerância e na ocupação contínua dos espaços públicos.","Programa de Requalificação do Espaço Público: urbanização e qualificação de espaços públicos que configuram uma centralidade urbana apropriada pelos cidadãos.",,,,,,,
73,"Implantar 42 áreas de conexão wi-fi aberta, com qualidade e estabilidade de sinal",3,1,11,"42 áreas de conexão wi-fi em operação",30000000,"42 áreas de conexão wi-fi",,"Serão instalados roteadores, antenas e concentradores capazes de fornecer acesso de qualidade à internet, com velocidade mínima de 512 kbps, podendo chegar a 2 Mbps, em praças ou outros equipamentos públicos, onde munícipes e visitantes poderão acessar livremente a internet a partir de diversos dispositivos. O número máximo de usuários simultâneos será calculado com base no fluxo de pessoas que transitam e na média de uso, garantindo qualidade e estabilidade de sinal.
* O custo total da meta reflete os recursos necessários para manutenção de 42 áreas de wi-fi durante um ano","Área de conexão wi-fi aberta: área de acesso livre e gratuito à internet por tecnologia wi-fi, principalmente a partir de PCs, Laptops, celulares.",,,,,,,
74,"Implantar 18.000 novos pontos de iluminação pública eficiente",4,1,11,"18 mil novos pontos de Iluminação Pública instalados",40670189,"12.780 pontos de iluminação","5.304 pontos de iluminação","Instalação de novos postes com fiações sendo alguns subterrâneos e outros aéreos, e com lâmpadas de vapor de sódio de 70 a 250W. Inicialmente priorizar locais com altos índices de criminalidade tomando como referencia o INFOCRIM (mapeamento dos pontos de criminalidade na cidade ), o Sistema Intraurbano de Monitoramento dos Direitos Humanos, os territórios prioritários definidos no Juventude Viva e também locais de grande concentração de pessoas (equipamentos de educação e saúde, saídas e entrada das estações do metrô e trem, pontos de ônibus etc.).","Novo Ponto de Iluminação Pública Eficiente: Criação de ponto de iluminação em ruas, vielas ou praças com lâmpadas de vapor de sódio, com baixo consumo de energia elétrica.",,,,,,,
75,"Realizar as obras previstas no âmbito da Operação Urbana Consorciada Água Espraiada (OUCAE)",2,1,11,"Prolongamento da Av. Jornalista Roberto Marinho, Parque Linear,  Parque do Chuvisco,  Canalização do Córrego Água Espraiada e Córrego Pinheirinho,  Viadutos Dr. Lino de Moraes Leme e George Corbisier, Prolongamento da Av. Chucri Zaidan até a Av. João Dias,  Pontes sobre o Rio Pinheiros (Itapaiúna e Laguna).",1560000000,,"Obras entregues","O prolongamento da Av. Jornalista Roberto Marinho entre a Av. Dr. Lino de Moraes Leme e a Rodovia dos Imigrantes abrange um Parque de Linear de aproximadamente 271.600m2 de área e circundado por vias de trânsito local, canalização dos Córregos Água Espraiada e do Pinheirinho, construção de Habitações de Interesse Social, e a construção de 2 viadutos sobre a Av. Jornalista Roberto Marinho e/ou Parque Linear. Implantação do Parque do Chuvisco com área de aproximadamente 35.450m2, contendo quadras poliesportivas, equipamentos para a melhor idade, quadra de bocha, ciclovia, área para compostagem / hortas / pomar, quiosques, playground aquático, playground seco, arvorismo, pista de patinação, escalada, núcleo para vivência, galpão multiuso, núcleo de educação ambiental, e playground / área de apoio à Creche Municipal existente (CEI Vila Ernestina / Creche Jardim Aeroporto).
O prolongamento da Av. Chucri Zaidan até a Av. João Dias terá inicio a cerca de 200 metros do Largo Los Andes e terminará no entroncamento da Av. João Dias, com extensão aproximada de 3.400m e que servirá de suporte a um sistema de transporte coletivo dando continuidade ao eixo formado pela Av. Luis Carlos Berrini e Av. Faria Lima, e suporte a construção de transposição sobre o rio Pinheiros entre as pontes do Morumbi e João Dias (Pontes Itapaiúna e Laguna).
*Além das obras, a Operação Urbana Água Espraiada prevê a construção de Unidades Habitacionais de Interesse Social que estão consideradas na Meta 35","Operação Urbana Consorciada: é um instrumento de política urbana previsto na Lei nº 10.257/2001, conhecida como Estatuto da Cidade (art. 4º, inc. V, ""p"", e art. 32 e ss). O art. 32, parágrafo único, da Lei define a operação urbana consorciada como ""o conjunto de intervenções e medidas coordenadas pelo Poder Público municipal, com a participação dos proprietários, moradores, usuários permanentes e investidores provados, com o objetivo de alcançar em uma área transformações urbanísticas estruturais, melhorias sociais e a valorização ambiental"".",,,,,,,
76,"Criar 32 programas de requalificação do espaço público e melhoria de bairro",3,1,11,"1 Programa de requalificação criado em cada subprefeitura.",118000000,,"32 programas de requalificação do espaço público","A Secretaria Municipal de Coordenação de Subprefeituras contará com o apoio da Secretaria Municipal de Direitos Humanos e Cidadania, por meio de suas coordenadorias, para a articulação do público-alvo para execução da meta. Há necessidade da presença humana permanente desses espaços, a fim de promover uma cultura de cidadania baseada na convivência, na tolerância e na ocupação contínua dos espaços públicos.","Programa de Requalificação do Espaço Público: urbanização e qualificação de espaços públicos que configuram uma centralidade urbana apropriada pelos cidadãos.",,,,,,,
77,"Criar e efetivar a Agência São Paulo de Desenvolvimento",2,2,12,"Agência São Paulo de Desenvolvimento criada, 32 Representações da Agência São Paulo de Desenvolvimento instaladas",3932099,"31 Representações da Agência São Paulo de Desenvolvimento - ADESAMPA","1 Representação da Agência São Paulo de Desenvolvimento - ADESAMPA","A Agência São Paulo de Desenvolvimento será constituída por quadro técnico qualificado que irá identificar as possibilidades de projetos, emitir relatórios técnicos e orientar ações para promoção e potencialização de vocações regionais. As representações nas subprefeituras atuarão localmente, interagindo com os Núcleos de Desenvolvimento Local (representações da sociedade civil), as Casas do Empreendedor (apoio local aos empreendedores), os Centros de Tecnologia e demais projetos de desenvolvimento. Atendimento ao público com utilização da estrutura da subprefeitura. Recorte de gênero e juventude para definição de público-alvo nas ações da Agência.","Agência SP: dará apoio ao desenvolvimento de projetos e incentivos aos micro e pequenos empreendedores.
Representações da Agência SP: estruturas descentralizadas de apoio aos empreendedores locais com assessoria jurídica, técnica e financeira (agentes de microcrédito), para dar celeridade ao processo de formalização, regularização, abertura de empresas e concessão de crédito.",,,,,,,
78,"Criar uma agência de promoção de investimentos para a cidade de São Paulo a partir da expansão da atuação da Companhia São Paulo de Parcerias - SPP",2,2,12,"Escopo de atuação da Companhia São Paulo de Parcerias %u2013 SPP alterado",,"Agência criada",,"Projeto de Lei Municipal para alterar o escopo de atuação da Companhia São Paulo de Parcerias %u2013 SPP, adicionando a função de agência de promoção do investimento na cidade de São Paulo, com capacidade de auxiliar a administração pública na identificação de processos ineficazes, propor a adoção de medidas necessárias para a desburocratização e melhoria do ambiente de negócios no Município, a promover e buscar oportunidades de negócios, atrair novos investimentos para o Município de São Paulo. Esta meta não apresenta custo de implantação uma vez que a empresa já dispõe de estrutura da antiga SPP.","Companhia São Paulo de Parcerias - SPP: Sociedade de Economia Mista, autorizada pela Lei nº 14.517, de 16 de outubro de 2010, que tem por objeto viabilizar, garantir a implementação e atuar em outras atividades relacionadas ao Programa Municipal de Parcerias Público-Privadas.",,,,,,,
79,"Criar e efetivar o Programa de Incentivos Fiscais nas Regiões Leste e extremo Sul",2,2,12,"Empresas participando do Programa de incetivos fiscais na Zona Leste e extremo sul do Município.",3000,"Programa de Incentivos Fiscais criado",,"Os incentivos serão concedidos às empresas que se instalarem na área delimitada em lei a ser aprovada. O perímetro exato desta área depende de deliberação da Câmara Municipal. Na região do extremo Sul, os incentivos serão concedidos levando em conta as potencialidades e vocações econômicas específicas dessa
região, privilegiando empreendimento e serviços ligado à concepção de economia sustentável, como o ecoturismo.","Incentivos Fiscais: Redução da carga tributária concedida a certas empresas que atendem a critérios previstos em lei, com o objetivo de incentivar sua instalação em determinado local ou região.",,,,,,,
80,"Criar 1 Parque Tecnológico Municipal na Zona Leste e apoiar e criação do Parque Tecnológico Estadual do Jaguaré",2,2,13,"1 Parque Tecnológico na Zona Leste,  Apoio ao Governo do Estado de SP para a criação do Parque Tecnológico Estadual do Jaguaré",24500000,"Parque Tecnológico Municipal na Zona Leste",,,,,,,,,,
